timestamp,source_file,input_json,reference_file,context_file,plan_file,island_name,method,uses_retrieval_context,uses_agent2_plan,context_artifact_role,agent2_plan_artifact_role,writing_status,fluency_score,structure_score,organization_score,writing_score,writing_rationale,writing_error,informativeness_status,rouge_l,meteor,informativeness_error,concept_status,concept_coverage_score,concept_accuracy_score,concept_relevance_score,concept_organization_score,concept_score,missing_key_concepts,inaccurate_or_unsupported_concepts,concept_rationale,concept_error,verifiability_status,citation_recall,citation_precision,citation_rate,num_sentences,num_cited_sentences,num_citation_links,num_supported_citation_links,verifiability_error,cscs_status,cscs,cscs_edges,cscs_checked_facts,cscs_error,diagnostics_error,generated_section_count,generated_empty_section_count,generated_error_section_count,generated_sentence_count,citation_marker_count,valid_citation_marker_count,invalid_citation_marker_count,sections_with_invalid_citations,citation_index_validity,context_status,context_section_count,context_total_chunks,context_empty_chunk_section_count,context_empty_chunk_sections,context_chunk_coverage,context_avg_chunks_per_section,plan_status,plan_node_count,plan_edge_count,plan_graph_density,plan_avg_dependencies,plan_max_dependencies,plan_source_node_count,plan_source_nodes,plan_missing_summary_count,plan_missing_summaries,plan_order_violation_count,plan_output_alignment_status,planned_section_coverage,matched_planned_sections,missing_planned_sections,extra_generated_sections,eval_file
2026-05-05T00:27:17,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Howland_20260504_151926.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Howland Island_plan.json,Howland Island,method2,True,False,used_by_generation,available_for_alignment_only,success,3.0,3.0,2.0,2.67,"The prose is mostly readable, but the article lacks a lead, has uneven Wikipedia-style sectioning, awkward gallery prose, and includes an inappropriate meta-apology that disrupts coherence.",,success,10.8993,10.2073,,success,2.0,3.0,4.0,3.0,3.0,,,,,success,0.0,0.0,0.7778,9,7,30,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,7,0,1,9,30,27,3,1,0.9,success,7,24,3,Flora and fauna; History; Earhart Light,0.5714,3.4286,success,7,6,0.2857,0.8571,3,4,Flora and fauna; Economics; History; Image gallery,3,Flora and fauna; History; Earhart Light,0,success,1.0,Flora and fauna; Economics; Time zone; History; National Wildlife Refuge; Earhart Light; Image gallery,,,Howland_eval.csv
2026-05-05T00:27:49,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Howland_20260504_151926.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Howland Island_plan.json,Howland Island,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is clear and mostly natural, but the article lacks a lead and has an uneven section order, making the overall structure and flow only acceptable.",,success,11.8054,11.1269,,success,3.0,3.0,5.0,4.0,3.75,,,,,success,0.0,0.0,0.8571,14,12,27,0,,success,0.4947,6.0,11.0,,,7,0,0,14,27,25,2,1,0.9259,success,7,24,3,Flora and fauna; History; Earhart Light,0.5714,3.4286,success,7,6,0.2857,0.8571,3,4,Flora and fauna; Economics; History; Image gallery,3,Flora and fauna; History; Earhart Light,0,success,1.0,Flora and fauna; Economics; Time zone; History; National Wildlife Refuge; Earhart Light; Image gallery,,,Howland_eval.csv
2026-05-05T00:29:08,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Hunga_Tonga–Hunga_Ha_apai_20260503_211637.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hunga_Tonga_Hunga_Ha_apai.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Hunga_Tonga–Hunga_Ha_apai_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Hunga Tonga–Hunga Haʻapai_plan.json,Hunga Tonga–Hunga Haʻapai,method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,5.0,4.0,4.0,4.33,"The prose is clear and polished, with appropriate topical sections, though the lack of a lead and some slightly uneven ordering keep the structure and organization from being excellent.",,success,14.4837,15.4697,,success,3.0,4.0,5.0,4.0,4.0,,,,,success,0.0,0.0,0.0,48,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,6,0,0,48,0,0,0,0,,success,4,35,0,,1.0,8.75,success,4,3,0.5,0.75,2,2,Volcano and caldera; Footnotes,0,,0,success,0.25,Geography,Volcano and caldera; Eruptions; Footnotes,Geology; Ecology; Climate; History; Scientific significance,Hunga_Tonga_Hunga_Haapai_eval.csv
2026-05-05T00:29:29,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Hunga_Tonga–Hunga_Ha_apai_20260503_211637.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hunga_Tonga_Hunga_Ha_apai.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Hunga_Tonga–Hunga_Ha_apai_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Hunga Tonga–Hunga Haʻapai_plan.json,Hunga Tonga–Hunga Haʻapai,method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The prose is clear and mostly natural, with appropriate thematic sections and logical flow, though it lacks a lead section and has some dense, report-like phrasing.",,success,9.2881,7.5732,,success,2.0,2.0,5.0,4.0,3.25,,,,,success,0.0,0.0,1.0,5,5,20,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,5,20,14,6,3,0.7,success,4,35,0,,1.0,8.75,success,4,3,0.5,0.75,2,2,Volcano and caldera; Footnotes,0,,0,success,0.5,Geography; Eruptions,Volcano and caldera; Footnotes,Scientific significance; Atmospheric and climate effects; Research and monitoring,Hunga_Tonga_Hunga_Haapai_eval.csv
2026-05-05T00:29:51,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Hunga_Tonga–Hunga_Ha_apai_20260503_211637.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hunga_Tonga_Hunga_Ha_apai.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Hunga_Tonga–Hunga_Ha_apai_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Hunga Tonga–Hunga Haʻapai_plan.json,Hunga Tonga–Hunga Haʻapai,method2,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,3.0,3.33,"The prose is mostly clear and readable, but the article lacks a lead, uses an inappropriate Footnotes section for narrative content, and repeats eruption details across sections.",,success,13.8624,14.7076,,success,3.0,3.0,5.0,3.0,3.5,,,,,success,0.0,0.0,1.0,5,5,46,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,4,0,0,5,46,45,1,1,0.9783,success,4,35,0,,1.0,8.75,success,4,3,0.5,0.75,2,2,Volcano and caldera; Footnotes,0,,0,success,1.0,Volcano and caldera; Geography; Eruptions; Footnotes,,,Hunga_Tonga_Hunga_Haapai_eval.csv
2026-05-05T00:30:29,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Hunga_Tonga–Hunga_Ha_apai_20260503_211637.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hunga_Tonga_Hunga_Ha_apai.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Hunga_Tonga–Hunga_Ha_apai_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Hunga Tonga–Hunga Haʻapai_plan.json,Hunga Tonga–Hunga Haʻapai,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,3.0,3.33,"The prose is mostly clear and readable, but the article lacks a lead, uses an inappropriate 'Footnotes' content section, and repeats eruption impacts across multiple sections.",,success,13.5899,15.3525,,success,3.0,3.0,5.0,3.0,3.5,,,,,success,0.0,0.0,1.0,4,4,46,0,,success,0.5509,3.0,3.0,,,4,0,0,4,46,43,3,1,0.9348,success,4,35,0,,1.0,8.75,success,4,3,0.5,0.75,2,2,Volcano and caldera; Footnotes,0,,0,success,1.0,Volcano and caldera; Geography; Eruptions; Footnotes,,,Hunga_Tonga_Hunga_Haapai_eval.csv
2026-05-05T00:31:45,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jarvis_20260504_152441.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jarvis.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jarvis_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jarvis Island_plan.json,Jarvis Island,method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The prose is clear and readable with appropriate Wikipedia-style sections, though the lead is awkwardly placed under History and the overall flow is slightly uneven.",,success,15.7413,22.2147,,success,3.0,3.0,5.0,4.0,3.75,,,,,success,0.0,0.0,0.0,69,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,7,0,0,69,0,0,0,0,,success,5,29,0,,1.0,5.8,success,5,6,0.6,1.2,3,2,Geography and ecology; Transportation,0,,0,success,0.4,Geography and ecology; History,National Wildlife Refuge; Transportation; Military,Geology; Climate; Administration and status; Legacy,Jarvis_eval.csv
2026-05-05T00:32:02,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jarvis_20260504_152441.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jarvis.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jarvis_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jarvis Island_plan.json,Jarvis Island,method1,True,False,used_by_generation,available_for_alignment_only,success,4.0,4.0,4.0,4.0,"The prose is clear and readable with appropriate Wikipedia-style sections and a mostly logical flow, though it lacks a lead and is somewhat repetitive in places.",,success,15.9936,13.0069,,success,3.0,3.0,5.0,3.0,3.5,,,,,success,0.2222,0.129,0.6667,9,6,31,4,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,9,31,11,20,5,0.3548,success,5,29,0,,1.0,5.8,success,5,6,0.6,1.2,3,2,Geography and ecology; Transportation,0,,0,success,0.6,Geography and ecology; History; National Wildlife Refuge,Transportation; Military,Geology; Administration,Jarvis_eval.csv
2026-05-05T00:32:22,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jarvis_20260504_152441.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jarvis.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jarvis_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jarvis Island_plan.json,Jarvis Island,method2,True,False,used_by_generation,available_for_alignment_only,success,4.0,3.0,3.0,3.33,"The prose is mostly clear and readable, but the article lacks a lead, has uneven section choices, and includes some repetition and chronological awkwardness, especially in the history and military material.",,success,18.0019,23.938,,success,3.0,3.0,5.0,3.0,3.5,,,,,success,0.0556,0.0161,0.7778,18,14,62,1,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,18,62,59,3,2,0.9516,success,5,29,0,,1.0,5.8,success,5,6,0.6,1.2,3,2,Geography and ecology; Transportation,0,,0,success,1.0,Geography and ecology; History; National Wildlife Refuge; Transportation; Military,,,Jarvis_eval.csv
2026-05-05T00:33:08,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jarvis_20260504_152441.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jarvis.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jarvis_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jarvis Island_plan.json,Jarvis Island,method3,True,True,used_by_generation,used_by_generation,success,4.0,3.0,4.0,3.67,"The prose is clear and mostly polished, but the article lacks a lead and has some uneven section choices and minor overlap between ecology, refuge, and historical material.",,success,17.4976,24.4934,,success,4.0,3.0,4.0,4.0,3.75,,,,,success,0.0909,0.1017,0.9091,11,10,59,6,,success,0.4494,6.0,16.0,,,5,0,0,11,59,59,0,0,1.0,success,5,29,0,,1.0,5.8,success,5,6,0.6,1.2,3,2,Geography and ecology; Transportation,0,,0,success,1.0,Geography and ecology; History; National Wildlife Refuge; Transportation; Military,,,Jarvis_eval.csv
2026-05-05T00:34:36,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\outputs\result_all_Jethou_20260504_152647.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Jethou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\data\Jethou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Jethou_plan.json,Jethou,method0,False,False,available_but_not_used_by_generation,available_for_alignment_only,success,4.0,3.0,4.0,3.67,"The prose is clear and natural with a logical flow, but the article lacks a proper introductory lead and the section structure feels somewhat generic and incomplete for a Wikipedia-style entry.",,success,17.28,26.5737,,success,2.0,3.0,4.0,3.0,3.0,,,,,success,0.0,0.0,0.0,35,0,0,0,,not_applicable,,,,CSCS is only applicable to method3 because only method3 uses the Agent 2 dependency graph during generation.,,5,0,0,35,0,0,0,0,,success,4,21,0,,1.0,5.25,success,4,6,1.0,1.5,3,1,History,0,,0,success,0.25,History,Governance; Wildlife; Jethou in popular culture,Geography; Geology; Climate; Ecology,Jethou_eval.csv
