analysis_timestamp,threshold_setting,output_id,comparison_label,variant_name,variant_type,eval_file,eval_folder,source_file,input_json,reference_file,context_file,plan_file,island_name,method,error_family,error_class,error_subclass,severity,metric_name,metric_value,threshold_type,threshold_value,evidence,suggested_fix
2026-05-13T16:05:15,main,method2 | method2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Brecqhou_20260512_204317.json | Brecqhou | method2 | 0,method2,method2,variant,full_evaluation_method2_20260512_224022.csv,method2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Brecqhou_20260512_204317.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Brecqhou_plan.json,Brecqhou,method2,Content quality,Content substitution,Low concept accuracy,medium,concept_accuracy_score,3,rubric,< 3.5,concept_accuracy_score = 3,Reduce unsupported or incorrect claims and improve grounding.
2026-05-13T16:05:15,main,method2 | method2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Nishinoshima_(Ogasawara)_20260512_205337.json | Nishinoshima (Ogasawara) | method2 | 7,method2,method2,variant,full_evaluation_method2_20260512_224022.csv,method2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Nishinoshima_(Ogasawara)_20260512_205337.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Nishinoshima_(Ogasawara).txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Nishinoshima_(Ogasawara)_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Nishinoshima (Ogasawara)_plan.json,Nishinoshima (Ogasawara),method2,Citation and verifiability,Citation support failure,Low citation link precision,high,citation_link_precision,0.0303,distribution_or_metric_specific_floor,high_percentile <= 0.07359; medium_percentile <= 0.109175; absolute_high_floor < 0.05; absolute_medium_floor < 0.1,citation_link_precision = 0.0303,Improve source selection so citation links point to supporting evidence.
2026-05-13T16:05:15,main,method2 | method2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Surtsey_20260512_205510.json | Surtsey | method2 | 8,method2,method2,variant,full_evaluation_method2_20260512_224022.csv,method2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Surtsey_20260512_205510.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Surtsey_plan.json,Surtsey,method2,Content quality,Content omission,Low ROUGE-L,medium,rouge_l,12.2156,distribution,high_percentile <= 11.9848; medium_percentile <= 14.4723,rouge_l = 12.2156,Improve lexical and structural overlap with important reference content.
2026-05-13T16:05:15,main,method2 | method2 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Surtsey_20260512_205510.json | Surtsey | method2 | 8,method2,method2,variant,full_evaluation_method2_20260512_224022.csv,method2,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method2\result_method2_Surtsey_20260512_205510.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Surtsey.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Surtsey_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Surtsey_plan.json,Surtsey,method2,Content quality,Content omission,Low METEOR,medium,meteor,14.4728,distribution,high_percentile <= 13.405; medium_percentile <= 16.9913,meteor = 14.4728,Improve coverage of reference-relevant concepts and paraphrases.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json | Brecqhou | method3 | 10,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Brecqhou_plan.json,Brecqhou,method3,Content quality,Content substitution,Low concept accuracy,medium,concept_accuracy_score,3,rubric,< 3.5,concept_accuracy_score = 3,Reduce unsupported or incorrect claims and improve grounding.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json | Brecqhou | method3 | 10,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Brecqhou_plan.json,Brecqhou,method3,Citation and verifiability,Citation coverage failure,Low citation recall,medium,citation_recall,0.25,distribution_or_metric_specific_floor,high_percentile <= 0.21052; medium_percentile <= 0.312475; absolute_high_floor < 0.1; absolute_medium_floor < 0.2,citation_recall = 0.25,Increase support coverage for factual claims.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json | Brecqhou | method3 | 10,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Brecqhou_plan.json,Brecqhou,method3,Citation and verifiability,Citation support failure,Low citation precision,medium,citation_precision,0.25,distribution_or_metric_specific_floor,high_percentile <= 0.22772; medium_percentile <= 0.31665; absolute_high_floor < 0.1; absolute_medium_floor < 0.25,citation_precision = 0.25,Ensure cited sentences are actually supported by their cited evidence.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json | Brecqhou | method3 | 10,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Brecqhou_plan.json,Brecqhou,method3,Citation and verifiability,Citation support failure,Low citation link precision,medium,citation_link_precision,0.0784,distribution_or_metric_specific_floor,high_percentile <= 0.07359; medium_percentile <= 0.109175; absolute_high_floor < 0.05; absolute_medium_floor < 0.1,citation_link_precision = 0.0784,Improve source selection so citation links point to supporting evidence.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json | Brecqhou | method3 | 10,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Brecqhou_20260512_191511.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Brecqhou.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Brecqhou_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Brecqhou_plan.json,Brecqhou,method3,Planning and graph,Graph coherence failure,Low CSCS,medium,cscs,0.425,distribution_or_metric_specific_floor,high_percentile <= 0.39384; medium_percentile <= 0.418925; absolute_high_floor < 0.4; absolute_medium_floor < 0.5,cscs = 0.425,Improve support for dependency-linked facts across planned sections.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Hashima_Island_20260512_192013.json | Hashima Island | method3 | 11,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Hashima_Island_20260512_192013.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Hashima.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Hashima_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Hashima Island_plan.json,Hashima Island,method3,Content quality,Content substitution,Low concept accuracy,medium,concept_accuracy_score,3,rubric,< 3.5,concept_accuracy_score = 3,Reduce unsupported or incorrect claims and improve grounding.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json | Howland Island | method3 | 12,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Howland Island_plan.json,Howland Island,method3,Content quality,Content substitution,Low concept accuracy,medium,concept_accuracy_score,3,rubric,< 3.5,concept_accuracy_score = 3,Reduce unsupported or incorrect claims and improve grounding.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json | Howland Island | method3 | 12,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Howland Island_plan.json,Howland Island,method3,Citation and verifiability,Citation coverage failure,Low citation recall,medium,citation_recall,0.2353,distribution_or_metric_specific_floor,high_percentile <= 0.21052; medium_percentile <= 0.312475; absolute_high_floor < 0.1; absolute_medium_floor < 0.2,citation_recall = 0.2353,Increase support coverage for factual claims.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json | Howland Island | method3 | 12,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Howland Island_plan.json,Howland Island,method3,Citation and verifiability,Citation support failure,Low citation precision,medium,citation_precision,0.2667,distribution_or_metric_specific_floor,high_percentile <= 0.22772; medium_percentile <= 0.31665; absolute_high_floor < 0.1; absolute_medium_floor < 0.25,citation_precision = 0.2667,Ensure cited sentences are actually supported by their cited evidence.
2026-05-13T16:05:15,main,method3 | method3 |  | D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json | Howland Island | method3 | 12,method3,method3,method3_ablation,full_evaluation_method3_20260512_224022.csv,method3,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\after_fix\default output v2\method3\result_method3_Howland_Island_20260512_193543.json,,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\references\Howland.txt,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\00_evaluation\result\data\Howland_Island_rag_context.json,D:\Users\cheng\Documents\GitHub\LLM_MA_Agent_Project\logs\agent2_plans\Howland Island_plan.json,Howland Island,method3,Citation and verifiability,Citation support failure,Low citation link precision,medium,citation_link_precision,0.1034,distribution_or_metric_specific_floor,high_percentile <= 0.07359; medium_percentile <= 0.109175; absolute_high_floor < 0.05; absolute_medium_floor < 0.1,citation_link_precision = 0.1034,Improve source selection so citation links point to supporting evidence.
