threshold_setting,comparison_label,variant_name,variant_type,method,island_name,error_family,error_class,error_subclass,total_error_instances,affected_outputs,total_outputs_in_group,percentage_of_outputs,high_severity_affected_outputs,high_severity_percentage_of_outputs,medium_severity_affected_outputs,medium_severity_percentage_of_outputs,low_severity_affected_outputs,low_severity_percentage_of_outputs,high_severity_count,medium_severity_count,low_severity_count
main,,,,,Hashima Island,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hashima Island,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hashima Island,Content quality,Content substitution,,1,1,2,0.500000,0,0.000000,1,0.500000,0,0.000000,0,1,0
main,,,,,Hashima Island,Planning and graph,Graph coherence failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hashima Island,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Howland Island,Citation and verifiability,Citation coverage failure,,3,2,2,1.000000,0,0.000000,2,1.000000,0,0.000000,0,3,0
main,,,,,Howland Island,Citation and verifiability,Citation support failure,,2,1,2,0.500000,0,0.000000,1,0.500000,0,0.000000,0,2,0
main,,,,,Howland Island,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Howland Island,Content quality,Content omission,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Howland Island,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Howland Island,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Howland Island,Content quality,Content substitution,,1,1,2,0.500000,0,0.000000,1,0.500000,0,0.000000,0,1,0
main,,,,,Howland Island,Planning and graph,Graph coherence failure,,1,1,2,0.500000,1,0.500000,0,0.000000,0,0.000000,1,0,0
main,,,,,Howland Island,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Citation and verifiability,Citation coverage failure,,2,2,2,1.000000,2,1.000000,0,0.000000,0,0.000000,2,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Citation and verifiability,Citation support failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Content quality,Content omission,,2,2,2,1.000000,0,0.000000,2,1.000000,0,0.000000,0,2,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Content quality,Content substitution,,2,2,2,1.000000,0,0.000000,2,1.000000,0,0.000000,0,2,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Planning and graph,Graph coherence failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Hunga Tonga–Hunga Haʻapai,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jarvis Island,Citation and verifiability,Citation coverage failure,,3,2,2,1.000000,1,0.500000,2,1.000000,0,0.000000,1,2,0
main,,,,,Jarvis Island,Citation and verifiability,Citation support failure,,3,2,2,1.000000,1,0.500000,2,1.000000,0,0.000000,1,2,0
main,,,,,Jarvis Island,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jarvis Island,Content quality,Content omission,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jarvis Island,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jarvis Island,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jarvis Island,Content quality,Content substitution,,1,1,2,0.500000,0,0.000000,1,0.500000,0,0.000000,0,1,0
main,,,,,Jarvis Island,Planning and graph,Graph coherence failure,,1,1,2,0.500000,1,0.500000,0,0.000000,0,0.000000,1,0,0
main,,,,,Jarvis Island,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Citation and verifiability,Citation coverage failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Citation and verifiability,Citation support failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Content quality,Content omission,,1,1,2,0.500000,1,0.500000,0,0.000000,0,0.000000,1,0,0
main,,,,,Jethou,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Content quality,Content substitution,,2,2,2,1.000000,0,0.000000,2,1.000000,0,0.000000,0,2,0
main,,,,,Jethou,Planning and graph,Graph coherence failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Jethou,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Citation and verifiability,Citation coverage failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Citation and verifiability,Citation support failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Content quality,Content omission,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Content quality,Content substitution,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Planning and graph,Graph coherence failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Kavachi,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Nishinoshima (Ogasawara),Citation and verifiability,Citation coverage failure,,1,1,2,0.500000,1,0.500000,0,0.000000,0,0.000000,1,0,0
main,,,,,Nishinoshima (Ogasawara),Citation and verifiability,Citation support failure,,3,2,2,1.000000,2,1.000000,0,0.000000,0,0.000000,3,0,0
main,,,,,Nishinoshima (Ogasawara),Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Nishinoshima (Ogasawara),Content quality,Content omission,,4,2,2,1.000000,2,1.000000,1,0.500000,0,0.000000,3,1,0
main,,,,,Nishinoshima (Ogasawara),Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Nishinoshima (Ogasawara),Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Nishinoshima (Ogasawara),Content quality,Content substitution,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Nishinoshima (Ogasawara),Planning and graph,Graph coherence failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Nishinoshima (Ogasawara),Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Citation and verifiability,Citation coverage failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Citation and verifiability,Citation support failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Content quality,Content omission,,4,2,2,1.000000,1,0.500000,2,1.000000,0,0.000000,1,3,0
main,,,,,Surtsey,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Content quality,Content substitution,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Planning and graph,Graph coherence failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Surtsey,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Citation and verifiability,Citation coverage failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Citation and verifiability,Citation support failure,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Content quality,Content addition,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Content quality,Content omission,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Content quality,Content organization error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Content quality,Content quality error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Content quality,Content substitution,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
main,,,,,Tromelin Island,Planning and graph,Graph coherence failure,,1,1,2,0.500000,0,0.000000,1,0.500000,0,0.000000,0,1,0
main,,,,,Tromelin Island,Writing quality,Writing error,,0,0,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0,0
